id,Gene,baseMean,log2FoldChange,pvalue,padj,Biotype,Orthologous_human_gene
ENSDARG00000079323,rgmb,705.9381733,0.057722902,0.549248106,0.82474244,protein_coding,RGMB
ENSDARG00000056490,SSBP4 (2 of 2),3263.0615,0.040104013,0.549355262,0.824842555,protein_coding,SSBP4
ENSDARG00000052994,SLC25A28 (1 of 2),1435.029713,0.054217812,0.549398309,0.824846403,protein_coding,SLC25A28
ENSDARG00000075029,erap2,723.5587464,-0.078484432,0.549439275,0.824847129,protein_coding,ERAP2
ENSDARG00000016598,ckmt1,16521.91549,0.080062413,0.549516131,0.824885916,protein_coding,CKMT1A
ENSDARG00000086092,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000086275,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000086387,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000086441,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000086833,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000086924,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087065,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087304,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087334,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087340,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087354,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087371,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000087404,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000088206,U1,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000088220,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000088557,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000088826,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000090060,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000090125,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000090251,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000090293,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000090588,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000090816,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000091112,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000091687,U1,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000091842,U6,9.880700094,0.125295319,0.549523676,NA,snRNA,NA
ENSDARG00000053323,zgc:112285,484.2816316,-0.093673111,0.549546082,0.824885916,protein_coding,NA
ENSDARG00000080051,dre-mir-459,12.90707772,-0.091298372,0.549612941,NA,miRNA,NA
ENSDARG00000045296,myeov2,552.1561176,0.073272611,0.549687149,0.824960138,protein_coding,MYEOV2
ENSDARG00000070939,zgc:175171,1215.656289,0.0476475,0.549711818,0.824960138,protein_coding,ZNF467
ENSDARG00000031372,efna2,610.9137911,0.060887498,0.549806907,0.824960138,protein_coding,EFNA2
ENSDARG00000045758,efcab4bb,239.8623092,0.116397729,0.549826255,0.824960138,protein_coding,EFCAB4B
ENSDARG00000078008,ATG7,742.1772255,-0.068408908,0.549862643,0.824960138,protein_coding,ATG7
ENSDARG00000096375,7-Mar,4387.364677,0.062202312,0.549917639,0.824960138,protein_coding,7-Mar
ENSDARG00000036272,GCGR (2 of 2),93.46349988,0.131881135,0.549964231,0.824960138,protein_coding,GCGR
ENSDARG00000058246,cysltr1,115.1049667,0.104999079,0.549992411,0.824960138,protein_coding,CYSLTR1
ENSDARG00000054497,chrna3,56.99749795,0.132849571,0.550001672,NA,protein_coding,CHRNA3
ENSDARG00000084941,5S_rRNA,8.800640698,0.108125081,0.55001568,NA,rRNA,NA
ENSDARG00000092338,cldn17,1049.860176,0.090704723,0.550020708,0.824960138,protein_coding,CLDN17
ENSDARG00000078613,vhll,72.65384005,0.123418415,0.550024736,NA,protein_coding,VHL
ENSDARG00000045301,st8sia3,41.28264668,0.134787873,0.550026589,NA,protein_coding,ST8SIA3
ENSDARG00000086069,CT573393.4,15.23611267,0.136179111,0.550041333,NA,protein_coding,NA
ENSDARG00000079533,TMEM87B (1 of 2),1250.82135,-0.074522592,0.550078827,0.824960138,protein_coding,TMEM87B
ENSDARG00000024560,slc4a1b,407.7606315,-0.10225343,0.550102506,0.824960138,protein_coding,SLC4A1
ENSDARG00000026908,tmed2,6939.097605,-0.072979361,0.550113916,0.824960138,protein_coding,TMED2
ENSDARG00000073713,ntng1b,195.3395234,0.083401451,0.550121884,0.824960138,protein_coding,NTNG1
ENSDARG00000062096,pm20d1.2,1103.455084,0.06505771,0.550183382,0.824975405,protein_coding,PM20D1
ENSDARG00000053408,CU469547.1,8.805358658,0.123845575,0.550186541,NA,protein_coding,RP11-234G16.2
ENSDARG00000085371,5S_rRNA,25.39640146,0.136036847,0.550201238,NA,rRNA,NA
ENSDARG00000004771,ankrd10b,1989.214603,-0.054752485,0.550213045,0.824975405,protein_coding,ANKRD10
ENSDARG00000042159,RFESD (2 of 2),78.41771551,-0.111821816,0.550236103,NA,protein_coding,RFESD
ENSDARG00000002760,gdf5,167.3354507,-0.087363944,0.55026933,0.824997609,protein_coding,GDF5
ENSDARG00000078315,C5H12orf49,583.8708105,-0.066144582,0.550340001,0.824997609,protein_coding,C12orf49
ENSDARG00000068731,si:ch211-124k10.1,91.6496256,0.108432144,0.550358257,NA,protein_coding,RXFP2
ENSDARG00000014239,esyt1b,1365.762765,0.05961078,0.550361074,0.824997609,protein_coding,ESYT1
ENSDARG00000074528,PRTFDC1 (2 of 2),82.07569915,-0.118190723,0.55047686,NA,protein_coding,PRTFDC1
ENSDARG00000016443,eif3c,19408.62806,0.039682829,0.550485519,0.824997609,protein_coding,EIF3C
ENSDARG00000032111,MTFP1,551.5180395,-0.075783746,0.550506574,0.824997609,protein_coding,MTFP1
ENSDARG00000087643,CR735107.2,120.4019633,0.12404829,0.550510609,0.824997609,protein_coding,NA
ENSDARG00000060566,si:ch211-274p24.5,233.3449801,0.100561686,0.550542027,0.824997609,protein_coding,KIAA0664
ENSDARG00000093620,si:ch211-168h21.2,139.0036337,-0.094997398,0.550551779,0.824997609,processed_transcript,NA
ENSDARG00000056252,sort1b,2019.590003,0.058881121,0.550665197,0.825106882,protein_coding,SORT1
ENSDARG00000017389,igfbp7,578.6954729,0.10340389,0.550735282,0.825151215,protein_coding,IGFBP7
ENSDARG00000044689,ttc8,160.7142807,-0.08936757,0.550799091,0.825186138,protein_coding,TTC8
ENSDARG00000008560,brap,580.4331969,0.074382373,0.550899132,0.825217732,protein_coding,BRAP
ENSDARG00000044803,dhrs3b,925.4254367,0.107797997,0.550990194,0.825217732,protein_coding,DHRS3
ENSDARG00000094868,-,121.9816057,0.091663515,0.55099418,0.825217732,protein_coding,CABIN1
ENSDARG00000052374,faf2,1354.419698,-0.080753047,0.550997898,0.825217732,protein_coding,FAF2
ENSDARG00000045832,cart2,88.92330073,0.125029309,0.551011249,NA,protein_coding,CARTPT
ENSDARG00000085949,AL935186.5,21.55221876,0.135012629,0.551020444,NA,miRNA,NA
ENSDARG00000080841,SNORD111,129.9824146,-0.132230807,0.551022687,0.825217732,snoRNA,NA
ENSDARG00000035561,AL928875.1,145.4043305,0.086899412,0.551114413,0.825294441,protein_coding,NA
ENSDARG00000045408,tagln,2984.326173,0.085048822,0.551224932,0.825380504,protein_coding,TAGLN
ENSDARG00000086615,si:dkey-196n19.1,626.4052097,0.104813366,0.551252903,0.825380504,pseudogene,NA
ENSDARG00000045982,PLA2G4C (5 of 5),27.62360156,0.133762116,0.551264566,NA,protein_coding,PLA2G4C
ENSDARG00000091708,SLC12A2 (1 of 6),48.93978235,-0.118893788,0.55126815,NA,protein_coding,SLC12A2
ENSDARG00000039964,fgfbp2,955.4067045,-0.120651774,0.551361866,0.82548299,protein_coding,FGFBP2
ENSDARG00000091221,TTC34,10.26335647,0.130128675,0.551378926,NA,protein_coding,TTC34
ENSDARG00000089490,KCNQ5 (3 of 3),85.6760702,-0.107311637,0.551642089,NA,protein_coding,KCNQ5
ENSDARG00000080597,5S_rRNA,9.980397279,-0.132488676,0.551699126,NA,rRNA,NA
ENSDARG00000092466,thbs2a,2683.96837,-0.072652516,0.551722326,0.825884756,protein_coding,THBS2
ENSDARG00000040237,mef2d,5030.492329,0.048190824,0.551725226,0.825884756,protein_coding,MEF2D
ENSDARG00000013414,lin7a,1405.405445,0.049220597,0.55179754,0.825884756,protein_coding,LIN7A
ENSDARG00000074542,BX000442.1,73.14710964,-0.132607148,0.551806129,NA,protein_coding,NA
ENSDARG00000000943,dzip1,658.156911,-0.055385419,0.551836153,0.825884756,protein_coding,DZIP1
ENSDARG00000080499,SNORA13,17.17158464,-0.100796968,0.551847764,NA,snoRNA,NA
ENSDARG00000002394,ugt5d1,844.0983411,-0.100714306,0.551891905,0.825884756,protein_coding,NA
ENSDARG00000090713,FP236276.2,40.30413346,-0.134866606,0.551895578,NA,protein_coding,MMP3
ENSDARG00000054903,mta3,1919.376468,0.044485645,0.55190908,0.825884756,protein_coding,MTA3
ENSDARG00000033733,ntn1a,1031.661789,0.069465108,0.551920411,0.825884756,protein_coding,NTN1
ENSDARG00000086120,5S_rRNA,24.45157275,0.12628939,0.551959183,NA,rRNA,NA
ENSDARG00000087043,URB1 (2 of 2),766.8387452,-0.098795706,0.551975799,0.825884756,protein_coding,URB1
ENSDARG00000087283,CR361561.1,128.3713384,0.131421077,0.551995024,0.825884756,protein_coding,NA
ENSDARG00000089404,-,51.81378254,0.127429097,0.552009243,NA,protein_coding,SIGLEC9
ENSDARG00000024416,twistnb,454.6616477,-0.112507135,0.5520739,0.82590567,protein_coding,TWISTNB
ENSDARG00000044672,BX571969.1,13.97568238,0.130269,0.552086106,NA,protein_coding,NA
ENSDARG00000036194,pitx2,703.9201492,0.085081367,0.552093287,0.82590567,protein_coding,PITX2
ENSDARG00000088739,CR382327.6,136.0956351,0.103320566,0.552130608,0.82590567,protein_coding,NA
ENSDARG00000031299,dhrs11b,1308.549477,-0.06738068,0.552256886,0.825908978,protein_coding,DHRS11
ENSDARG00000035985,FAM210A (1 of 2),1578.5876,-0.083410994,0.552271631,0.825908978,protein_coding,FAM210A
ENSDARG00000076732,si:ch211-103a14.1,13.1570609,0.105770032,0.552276301,NA,processed_transcript,NA
ENSDARG00000089645,CU929307.1,725.1915068,-0.072513922,0.552292174,0.825908978,protein_coding,NA
ENSDARG00000095468,si:dkeyp-80d11.13,456.6661742,0.104716835,0.552294961,0.825908978,protein_coding,NA
ENSDARG00000057772,7-Mar,4388.371797,0.061813468,0.552361501,0.825918582,protein_coding,7-Mar
ENSDARG00000008398,cacna1c,710.5463727,0.06077601,0.552419747,0.825918582,protein_coding,CACNA1C
ENSDARG00000074002,slc6a11,339.0199712,-0.108536041,0.55242299,0.825918582,protein_coding,SLC6A13
ENSDARG00000029388,LRG1 (1 of 2),880.4375801,0.068172082,0.552483155,0.825947926,protein_coding,LRG1
ENSDARG00000055161,VWDE (1 of 2),33.4331214,-0.129406248,0.552537273,NA,protein_coding,VWDE
ENSDARG00000088704,CABZ01021433.1,108.9579936,0.115084583,0.552712041,0.826101018,protein_coding,NA
ENSDARG00000090413,BX470083.5,35.83133086,-0.128453117,0.552736259,NA,protein_coding,NA
ENSDARG00000095724,si:ch211-196c10.8,114.8429465,-0.135036049,0.552738135,0.826101018,processed_transcript,NA
ENSDARG00000006687,h2afy2,4740.024964,-0.033157437,0.552738767,0.826101018,protein_coding,H2AFY2
ENSDARG00000055342,SLC16A13,307.301901,0.09084039,0.552747739,0.826101018,protein_coding,SLC16A13
ENSDARG00000095730,si:ch211-234p6.9,49.9638383,0.097246112,0.552762008,NA,protein_coding,NA
ENSDARG00000041621,bbs2,611.966388,-0.066383856,0.552823827,0.826154135,protein_coding,BBS2
ENSDARG00000075929,si:dkey-219c10.4,50.70041616,0.132748385,0.552912018,NA,protein_coding,PDE9A
ENSDARG00000092950,si:dkey-7a20.9,147.3727093,0.106163973,0.552919033,0.826182632,processed_transcript,NA
ENSDARG00000055959,TOP1MT,138.3663145,-0.121657569,0.552923994,0.826182632,protein_coding,TOP1MT
ENSDARG00000033104,TMC2 (2 of 2),45.33347231,0.133317452,0.553016149,NA,protein_coding,TMC2
ENSDARG00000078418,MEAF6,1029.06785,0.051933118,0.553038061,0.826204089,protein_coding,MEAF6
ENSDARG00000075891,sall1b,96.88692569,0.12495374,0.553040262,0.826204089,protein_coding,SALL1
ENSDARG00000052426,CT583687.1,265.5025531,0.084174699,0.553138496,0.826204089,protein_coding,NA
ENSDARG00000088905,pde8a,301.9299942,-0.088706011,0.553260805,0.826204089,protein_coding,PDE8A
ENSDARG00000096237,si:dkey-37m8.14,73.83434797,0.117985928,0.553270783,NA,protein_coding,NA
ENSDARG00000087214,UNC13A (2 of 5),27.93255556,-0.134948217,0.553292201,NA,protein_coding,UNC13A
ENSDARG00000089318,si:dkey-69c19.1,312.3688427,-0.064142002,0.55331746,0.826204089,pseudogene,NA
ENSDARG00000087581,GALNTL2,92.13302659,0.125583551,0.553350414,0.826204089,protein_coding,GALNT15
ENSDARG00000054201,rnf40,3085.584401,-0.039093484,0.553352806,0.826204089,protein_coding,RNF40
ENSDARG00000074468,prdm11,124.3761588,-0.097459194,0.553371607,0.826204089,protein_coding,PRDM11
ENSDARG00000068629,cd151l,1025.47027,0.048880658,0.553375317,0.826204089,protein_coding,CD151
ENSDARG00000062307,CCDC61,419.0712843,-0.07199407,0.553385483,0.826204089,protein_coding,CCDC61
ENSDARG00000087574,NOX1 (1 of 2),588.7706697,0.104783744,0.553391852,0.826204089,protein_coding,NOX1
ENSDARG00000078223,ora4,34.72851228,0.127440526,0.553438409,NA,protein_coding,NA
ENSDARG00000045706,tspan9b,1119.091458,0.048060072,0.553462118,0.826204089,protein_coding,TSPAN9
ENSDARG00000026333,xkr7,171.4942257,0.098064633,0.553465503,0.826204089,protein_coding,XKR7
ENSDARG00000062840,DTX1,77.17073437,-0.110798206,0.553536941,NA,protein_coding,DTX1
ENSDARG00000068265,tomm5,957.3121274,-0.059260804,0.553579885,0.826314298,protein_coding,TOMM5
ENSDARG00000039182,cacna2d2,480.1302569,0.057913691,0.55372859,0.826384506,protein_coding,CACNA2D2
ENSDARG00000070081,rspo3,438.6227875,0.062488758,0.553746561,0.826384506,protein_coding,RSPO3
ENSDARG00000089685,FP326669.1,26.47248546,0.134866877,0.553761112,NA,protein_coding,ANKFN1
ENSDARG00000079059,FAM134B,350.2768706,0.110342604,0.55379639,0.826384506,protein_coding,FAM134B
ENSDARG00000077465,SORCS2,1478.086913,0.052247977,0.553796658,0.826384506,protein_coding,SORCS2
ENSDARG00000094292,BX255935.3,81.29901717,0.103354115,0.553802218,NA,protein_coding,NA
ENSDARG00000090533,TWF1 (3 of 3),278.8475864,-0.081633331,0.553829714,0.826384506,protein_coding,TWF1
ENSDARG00000063155,dcaf12,1269.511172,0.057040181,0.553922051,0.82643626,protein_coding,DCAF12
ENSDARG00000089553,CLDN23 (2 of 2),48.14732145,0.130667887,0.553974841,NA,protein_coding,CLDN23
ENSDARG00000059053,SLC13A4,224.8266858,0.105217592,0.553993946,0.82643626,protein_coding,SLC13A4
ENSDARG00000038789,tmem53,233.302739,0.077226841,0.554004767,0.82643626,protein_coding,TMEM53
ENSDARG00000075698,NKPD1,245.7027093,0.08582247,0.554067199,0.82643626,protein_coding,NKPD1
ENSDARG00000002193,rho,43947.71652,-0.074038044,0.554067206,0.82643626,protein_coding,RHO
ENSDARG00000039218,GPR101,38.30621217,0.134363308,0.554137104,NA,protein_coding,GPR101
ENSDARG00000060372,PLXNA2,1007.894306,0.078562285,0.554345797,0.826759886,protein_coding,PLXNA2
ENSDARG00000010331,C5HXorf57,334.4617945,-0.076483438,0.554394467,0.826759886,protein_coding,CXorf57
ENSDARG00000026820,gc3,533.1533281,0.058871758,0.554405905,0.826759886,protein_coding,GUCY2D
ENSDARG00000062707,plat,612.2069081,0.070919364,0.554548823,0.826912491,protein_coding,PLAT
ENSDARG00000040740,BX908386.1,38.22328981,-0.122049832,0.55454959,NA,protein_coding,NA
ENSDARG00000077587,hist2h3ca1,12.16205214,-0.119629948,0.554583537,NA,protein_coding,HIST1H3H
ENSDARG00000090081,AL929092.4,26.55919019,-0.132343364,0.554606398,NA,protein_coding,DCHS1
ENSDARG00000005870,mmadhc,1230.462619,-0.044438272,0.554780386,0.82714763,protein_coding,MMADHC
ENSDARG00000074119,-,104.3480144,0.124723129,0.554787706,0.82714763,protein_coding,PTPN13
ENSDARG00000095092,si:ch211-232m8.3,79.77735709,-0.133816226,0.554817792,NA,protein_coding,NA
ENSDARG00000090839,CABZ01077449.1,21.93327367,-0.133520413,0.554888346,NA,protein_coding,NA
ENSDARG00000090923,CABZ01053592.1,78.37814852,0.12426343,0.554975456,NA,protein_coding,MTUS2
ENSDARG00000092083,si:dkey-115f9.1,36.71961142,0.130274755,0.55499779,NA,antisense,NA
ENSDARG00000018773,HIVEP2 (2 of 2),542.5513364,-0.063692008,0.55506317,0.827497774,protein_coding,HIVEP2
ENSDARG00000093546,ms4a17a.2,1170.425109,0.085773207,0.555109611,0.827506462,protein_coding,MS4A14
ENSDARG00000094161,si:ch73-265d7.2,54.31662441,0.125047664,0.555131855,NA,protein_coding,NPPC
ENSDARG00000013251,hsf4,68.60450997,0.129863647,0.55523881,NA,protein_coding,HSF4
ENSDARG00000089819,CR391961.1,11.34743297,-0.121295665,0.555258214,NA,protein_coding,NA
ENSDARG00000089414,-,2207.900428,0.084162821,0.555271092,0.827686627,protein_coding,NA
ENSDARG00000076747,TMCC1 (2 of 2),64.31732713,0.117130065,0.555406739,NA,protein_coding,TMCC1
ENSDARG00000018508,zdhhc8b,1088.180826,-0.05037186,0.555454523,0.827848181,protein_coding,ZDHHC8
ENSDARG00000037178,zic2b,94.89082517,0.10689557,0.555469986,0.827848181,protein_coding,ZIC2
ENSDARG00000076970,CU467824.1,66.85885994,0.113188587,0.555478589,NA,protein_coding,DHRS12
ENSDARG00000012745,poc1bl,2480.912333,-0.06758072,0.555501366,0.827848181,protein_coding,POC1B-GALNT4
ENSDARG00000085099,5S_rRNA,10.0250877,-0.086631491,0.555641537,NA,rRNA,NA
ENSDARG00000003808,aqp3a,17189.04872,0.052108689,0.555643052,0.827998771,protein_coding,AQP3
ENSDARG00000090530,CABZ01083546.1,106.2436463,0.134094448,0.555692882,0.82800647,protein_coding,NA
ENSDARG00000074804,ATXN7,788.9384356,0.078113511,0.555753153,0.82800647,protein_coding,ATXN7
ENSDARG00000086481,mogat3a,1203.435044,-0.090550488,0.555773752,0.82800647,protein_coding,MOGAT1
ENSDARG00000091509,ATP6AP1L (2 of 2),126.7901242,0.119344092,0.555810772,0.82800647,protein_coding,ATP6AP1L
ENSDARG00000067958,sh3gl1a,880.6937249,-0.059804481,0.555875885,0.828042928,protein_coding,SH3GL1
ENSDARG00000078279,foxp3b,16.47302047,0.130622093,0.555897377,NA,protein_coding,FOXP3
ENSDARG00000039878,AMBRA1 (2 of 2),1508.113654,0.054996918,0.555973026,0.828127085,protein_coding,AMBRA1
ENSDARG00000045799,acanb,1492.495107,-0.10471638,0.556185848,0.828165298,protein_coding,ACAN
ENSDARG00000092655,si:ch211-255f4.6,98.03518427,-0.123917381,0.556190987,0.828165298,protein_coding,NA
ENSDARG00000089514,CABZ01040931.1,152.0796934,0.103474771,0.55621437,0.828165298,protein_coding,NA
ENSDARG00000059712,SLC19A2,147.928237,-0.124320308,0.556227363,0.828165298,protein_coding,SLC19A2
ENSDARG00000094085,si:dkeyp-79c2.1,77.25529351,0.134012851,0.556243502,NA,processed_transcript,NA
ENSDARG00000059886,fam222ba,727.3441702,0.054080235,0.5562797,0.828165298,protein_coding,FAM222B
ENSDARG00000070092,KCNV1,55.29735054,-0.123622333,0.55628082,NA,protein_coding,KCNV1
ENSDARG00000081067,5S_rRNA,126.4002963,-0.11012914,0.556304785,0.828165298,rRNA,NA
ENSDARG00000012699,BBX,273.8187581,-0.091155806,0.55630712,0.828165298,protein_coding,BBX
ENSDARG00000079770,-,323.8037109,0.113040904,0.556353896,0.828165298,protein_coding,PCDHB1
ENSDARG00000075858,fam155a,359.3702932,0.081686614,0.556364496,0.828165298,protein_coding,FAM155A
ENSDARG00000092066,si:dkey-228i19.34,48.72020067,0.130533874,0.556409919,NA,processed_transcript,NA
ENSDARG00000094888,si:ch211-152l15.4,21.51197239,-0.133996103,0.556432419,NA,protein_coding,NA
ENSDARG00000038978,dnajb4,367.9625909,0.073752551,0.556490874,0.828262579,protein_coding,DNAJB4
ENSDARG00000075120,cc2d1b,578.746888,0.074516961,0.556511151,0.828262579,protein_coding,CC2D1B
ENSDARG00000022858,wnt7ba,49.87076687,0.120453173,0.556656068,NA,protein_coding,WNT7B
ENSDARG00000021853,ntpcr,395.1444844,-0.070335941,0.556807454,0.828643041,protein_coding,NTPCR
ENSDARG00000011661,twf1b,1800.750485,-0.039085793,0.556897967,0.828717212,protein_coding,TWF1
ENSDARG00000078087,cnnm1,37.2240437,0.133355403,0.556932605,NA,protein_coding,CNNM1
ENSDARG00000045856,fgf6b,88.7343575,-0.101356372,0.55695562,NA,protein_coding,FGF6
ENSDARG00000026805,CR847844.1,17.32744232,-0.13233904,0.557042369,NA,protein_coding,CLEC4F
ENSDARG00000069048,serpinf1,5351.107286,-0.070711444,0.557144747,0.828917803,protein_coding,SERPINF1
ENSDARG00000034056,csnk1g2b,2347.207048,-0.052748972,0.557150344,0.828917803,protein_coding,CSNK1G2
ENSDARG00000070704,thap7,470.8625566,-0.066534796,0.557154813,0.828917803,protein_coding,THAP7
ENSDARG00000091265,FP325123.3,40.39538836,0.131486402,0.5572902,NA,protein_coding,HIST1H2BD
ENSDARG00000076815,eif3s10,23816.02504,-0.032481789,0.557293218,0.82906318,protein_coding,EIF3A
ENSDARG00000061014,KCNJ5,77.43516596,0.124938188,0.557325635,NA,protein_coding,KCNJ5
ENSDARG00000091808,BX897726.2,46.89610324,-0.12334148,0.557497025,NA,protein_coding,NA
ENSDARG00000070612,GREM1 (1 of 3),565.4353084,0.128102204,0.557505003,0.829314277,protein_coding,GREM1
ENSDARG00000017983,rtdr1,45.2343485,-0.129138394,0.557512357,NA,protein_coding,RTDR1
ENSDARG00000011961,csrp2,754.5453701,0.070532911,0.557543409,0.829314277,protein_coding,CSRP2
ENSDARG00000091576,TMEM216,80.55420156,0.106318399,0.557581863,NA,protein_coding,TMEM216
ENSDARG00000051809,btr12,1014.611203,0.088940813,0.557640408,0.829353735,protein_coding,NA
ENSDARG00000042866,cx35.4,1801.003318,0.057309622,0.557651346,0.829353735,protein_coding,GJB3
ENSDARG00000073786,cmbl,400.0220892,0.103343469,0.55780925,0.829504809,protein_coding,CMBL
